Category number,Token number,Angular fragments,Rounded fragments,Straight stripes,Curved stripes,Physical layers,Veins,Oily/shimmery texture,Splotchy texture,Single translucent crystal,Multiple cubic crystals,Sandy texture
2,15,0.00,0.00,0.35,0.1,0.05,0.9,0.0,0.1,0.0,0.0,0.05
2,16,0.00,0.00,0.00,0.0,0.15,0.1,0.05,0.3,0.0,0.0,0.1
2,1,0.00,0.00,0.00,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05
2,2,0.00,0.00,0.00,0.35,0.0,0.1,0.0,0.25,0.0,0.0,0.05
2,3,0.00,0.00,0.65,0.65,0.05,0.0,0.0,0.0,0.0,0.0,0.1
2,4,0.00,0.00,0.00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,0.00,0.00,0.10,0.7,0.0,0.25,0.0,0.05,0.0,0.0,0.1
2,6,0.00,0.00,0.00,0.9,0.0,0.05,0.05,0.05,0.0,0.0,0.05
2,7,0.00,0.00,0.10,0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.1
2,8,0.00,0.00,0.40,0.15,0.1,0.05,0.05,0.1,0.0,0.0,0.2
2,9,0.10,0.10,0.00,0.0,0.0,0.05,0.05,0.25,0.0,0.0,0.0
2,10,0.05,0.05,0.15,0.1,0.0,0.05,0.0,0.4,0.0,0.0,0.05
2,11,0.00,0.00,0.00,0.95,0.05,0.1,0.0,0.1,0.0,0.0,0.05
2,12,0.00,0.00,0.70,0.15,0.3,0.05,0.0,0.0,0.0,0.0,0.05
2,13,0.15,0.40,0.40,0.35,0.1,0.05,0.05,0.25,0.0,0.05,0.05
2,14,0.00,0.00,0.00,0.95,0.0,0.05,0.0,0.05,0.0,0.0,0.1
2,15,0.00,0.00,0.00,1.0,0.05,0.05,0.0,0.05,0.0,0.0,0.05
2,16,0.00,0.00,0.00,0.95,0.1,0.05,0.0,0.05,0.0,0.0,0.0
2,1,0.00,0.65,0.00,0.05,0.0,0.0,0.55,0.2,0.0,0.0,0.0
2,2,0.00,0.00,0.40,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.05
2,3,0.00,0.00,0.05,0.0,0.3,0.1,0.85,0.1,0.0,0.0,0.0
2,4,0.00,0.10,0.00,0.05,0.1,0.0,0.6,0.4,0.0,0.0,0.0
2,5,0.00,0.00,0.30,0.0,0.65,0.05,0.1,0.0,0.0,0.0,0.05
2,6,0.00,0.00,0.05,0.15,0.05,0.0,0.9,0.1,0.0,0.0,0.0
2,7,0.00,0.00,0.00,0.0,0.45,0.35,0.1,0.05,0.0,0.0,0.05
2,8,0.00,0.00,0.15,0.05,0.7,0.0,0.8,0.05,0.0,0.0,0.0
2,9,0.00,0.00,0.00,0.05,0.45,0.0,0.8,0.05,0.0,0.0,0.0
2,10,0.00,0.00,0.15,0.0,0.9,0.05,0.0,0.05,0.0,0.0,0.1
2,11,0.00,0.00,0.10,0.0,0.4,0.05,0.5,0.1,0.0,0.0,0.05
2,12,0.00,0.00,0.05,0.0,0.1,0.05,0.7,0.05,0.0,0.0,0.0
2,13,0.00,0.00,0.15,0.0,0.9,0.05,0.1,0.05,0.0,0.0,0.05
2,14,0.00,0.00,0.00,0.0,0.95,0.0,0.15,0.1,0.0,0.0,0.0
2,15,0.00,0.00,0.05,0.15,0.6,0.25,0.1,0.0,0.0,0.0,0.0
2,16,0.00,0.00,0.05,0.0,0.6,0.25,0.2,0.25,0.0,0.0,0.05
2,1,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.1
2,2,0.00,0.00,0.85,0.05,0.15,0.0,0.0,0.05,0.0,0.0,0.05
2,3,0.00,0.05,0.00,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.1
2,4,0.00,0.00,0.00,0.0,0.1,0.05,0.0,0.8,0.0,0.0,0.05
2,5,0.00,0.00,0.00,0.0,0.15,0.05,0.05,0.55,0.0,0.0,0.15
2,6,0.00,0.00,0.80,0.05,0.05,0.1,0.05,0.55,0.0,0.0,0.05
2,7,0.00,0.00,0.20,0.0,0.35,0.1,0.05,0.05,0.0,0.0,0.2
2,8,0.00,0.00,0.05,0.0,0.15,0.1,0.0,0.5,0.0,0.0,0.1
2,9,0.00,0.00,0.00,0.0,0.0,0.05,0.0,0.95,0.0,0.0,0.1
2,10,0.00,0.00,0.00,0.0,0.4,0.2,0.1,0.55,0.0,0.0,0.0
2,11,0.00,0.00,0.00,0.0,0.0,0.05,0.0,0.8,0.0,0.0,0.3
2,12,0.00,0.00,0.35,0.0,0.25,0.0,0.0,0.05,0.0,0.0,0.4
2,13,0.00,0.00,0.00,0.0,0.0,0.05,0.0,0.55,0.0,0.0,0.2
2,14,0.00,0.05,0.00,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.05
2,15,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.1
2,16,0.00,0.00,0.00,0.0,0.1,0.15,0.0,0.8,0.0,0.0,0.15
2,1,0.00,0.00,0.05,0.0,0.6,0.05,0.3,0.05,0.0,0.0,0.05
2,2,0.00,0.00,0.05,0.0,0.15,0.0,0.75,0.05,0.0,0.0,0.05
2,3,0.15,0.05,0.00,0.0,0.05,0.0,0.45,0.3,0.0,0.0,0.1
2,4,0.00,0.15,0.05,0.05,0.0,0.1,0.6,0.15,0.0,0.0,0.05
2,5,0.00,0.00,0.00,0.0,0.4,0.0,1.0,0.05,0.0,0.0,0.0
2,6,0.00,0.40,0.00,0.0,0.05,0.0,0.8,0.15,0.0,0.0,0.0
2,7,0.05,0.00,0.00,0.0,0.1,0.05,0.35,0.2,0.0,0.05,0.1
2,8,0.10,0.30,0.00,0.0,0.15,0.2,0.05,0.15,0.0,0.15,0.05
2,9,0.20,0.00,0.05,0.0,0.0,0.05,0.1,0.2,0.0,0.0,0.05
2,10,0.00,0.05,0.00,0.0,0.3,0.0,0.25,0.15,0.0,0.0,0.1
2,11,0.05,0.60,0.00,0.0,0.05,0.0,0.1,0.1,0.0,0.0,0.1
2,12,0.20,0.15,0.00,0.0,0.1,0.1,0.25,0.4,0.0,0.0,0.05
2,13,0.05,0.00,0.00,0.0,0.4,0.0,0.45,0.15,0.0,0.0,0.05
2,14,0.00,0.00,0.00,0.0,0.35,0.05,0.9,0.05,0.0,0.0,0.0
2,15,0.00,0.00,0.00,0.0,0.45,0.0,0.4,0.1,0.0,0.0,0.15
2,16,0.00,0.00,0.00,0.05,0.05,0.0,0.95,0.05,0.0,0.0,0.0
2,1,0.00,0.00,0.05,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2
2,2,0.00,0.00,0.00,0.0,0.8,0.05,0.2,0.1,0.0,0.0,0.05
2,3,0.00,0.00,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1
2,4,0.00,0.00,0.00,0.0,0.85,0.0,0.0,0.05,0.0,0.0,0.1
2,5,0.00,0.00,0.00,0.0,0.45,0.1,0.0,0.0,0.0,0.0,0.25
2,6,0.00,0.00,0.10,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.05
2,7,0.00,0.00,0.00,0.0,0.5,0.0,0.0,0.05,0.0,0.0,0.15
2,8,0.00,0.00,0.00,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.05
2,9,0.00,0.00,0.10,0.05,0.95,0.05,0.0,0.05,0.0,0.0,0.05
2,10,0.00,0.00,0.05,0.0,0.5,0.05,0.05,0.0,0.0,0.0,0.05
2,11,0.00,0.00,0.00,0.0,0.75,0.1,0.05,0.0,0.0,0.0,0.05
2,12,0.00,0.00,0.05,0.0,0.95,0.0,0.0,0.05,0.0,0.0,0.05
2,13,0.00,0.00,0.00,0.0,0.8,0.05,0.0,0.05,0.0,0.0,0.0
2,14,0.00,0.00,0.00,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.1
2,15,0.00,0.00,0.00,0.0,0.75,0.05,0.0,0.0,0.0,0.0,0.05
2,16,0.00,0.00,0.00,0.05,0.9,0.05,0.0,0.0,0.0,0.0,0.05
3,1,0.00,0.00,0.00,0.0,0.25,0.0,0.6,0.0,0.0,0.0,0.0
3,2,0.00,0.00,0.00,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0
3,3,0.00,0.00,0.05,0.0,0.75,0.05,0.6,0.0,0.0,0.0,0.0
3,4,0.00,0.00,0.00,0.0,0.6,0.0,0.75,0.0,0.0,0.0,0.0
3,5,0.00,0.00,0.05,0.0,0.1,0.05,0.2,0.15,0.0,0.0,0.05
3,6,0.00,0.00,0.00,0.0,0.1,0.0,0.85,0.05,0.0,0.0,0.0
3,7,0.00,0.00,0.00,0.0,0.55,0.05,0.25,0.0,0.0,0.0,0.0
3,8,0.00,0.00,0.00,0.0,0.2,0.0,0.55,0.05,0.0,0.0,0.05
3,9,0.00,0.00,0.00,0.0,0.35,0.0,0.75,0.0,0.0,0.0,0.0
3,10,0.00,0.00,0.00,0.0,0.5,0.0,0.9,0.0,0.0,0.0,0.0
3,11,0.00,0.00,0.00,0.0,0.3,0.0,0.9,0.0,0.0,0.0,0.0
3,12,0.00,0.00,0.00,0.0,0.4,0.1,0.2,0.15,0.0,0.0,0.05
3,13,0.00,0.00,0.00,0.0,0.55,0.0,0.75,0.0,0.0,0.0,0.0
3,14,0.00,0.00,0.05,0.0,0.7,0.0,0.6,0.0,0.0,0.0,0.0
3,15,0.00,0.00,0.00,0.0,0.65,0.05,0.35,0.05,0.0,0.0,0.1
3,16,0.10,0.00,0.00,0.0,0.3,0.15,0.45,0.05,0.0,0.0,0.0
3,1,0.50,0.45,0.00,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.05
3,2,0.90,0.05,0.00,0.0,0.1,0.0,0.05,0.05,0.0,0.0,0.0
3,3,0.95,0.05,0.00,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05
3,4,0.85,0.10,0.00,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.05
3,5,0.50,0.60,0.00,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.0
3,6,0.75,0.05,0.00,0.0,0.1,0.1,0.05,0.1,0.0,0.0,0.0
3,7,0.90,0.10,0.00,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
3,8,1.00,0.10,0.00,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.1
3,9,0.75,0.00,0.00,0.0,0.05,0.1,0.2,0.1,0.0,0.1,0.0
3,10,0.85,0.30,0.00,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05
3,11,1.00,0.05,0.00,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0
3,12,0.70,0.35,0.00,0.0,0.05,0.05,0.0,0.1,0.0,0.0,0.1
3,13,0.90,0.15,0.00,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.05
3,14,0.70,0.25,0.00,0.0,0.2,0.0,0.0,0.15,0.0,0.0,0.05
3,15,0.70,0.45,0.00,0.0,0.05,0.05,0.05,0.1,0.0,0.0,0.0
3,16,0.35,0.20,0.00,0.0,0.35,0.0,0.0,0.05,0.0,0.0,0.1
3,1,0.00,0.10,0.00,0.05,0.25,0.1,0.0,0.25,0.15,0.0,0.0
3,2,0.00,0.00,0.00,0.0,0.05,0.1,0.05,0.15,0.0,0.0,0.15
3,3,0.00,0.05,0.00,0.0,0.2,0.0,0.1,0.25,0.0,0.0,0.05
3,4,0.00,0.00,0.00,0.0,0.2,0.45,0.0,0.1,0.0,0.0,0.1
3,5,0.00,0.00,0.00,0.35,0.0,0.1,0.05,0.0,0.0,0.0,0.15
3,6,0.00,0.00,0.00,0.0,0.3,0.0,0.05,0.2,0.0,0.0,0.15
3,7,0.00,0.00,0.00,0.05,0.3,0.15,0.05,0.0,0.0,0.0,0.25
3,8,0.00,0.00,0.00,0.0,0.1,0.0,0.5,0.2,0.2,0.0,0.0
3,9,0.00,0.00,0.00,0.0,0.1,0.15,0.1,0.35,0.3,0.0,0.05
3,10,0.00,0.00,0.05,0.05,0.1,0.05,0.1,0.05,0.05,0.0,0.2
3,11,0.05,0.10,0.00,0.05,0.15,0.05,0.85,0.25,0.0,0.0,0.0
3,12,0.00,0.00,0.00,0.0,0.15,0.55,0.05,0.15,0.0,0.0,0.0
3,13,0.00,0.00,0.00,0.2,0.2,0.1,0.25,0.15,0.1,0.0,0.0
3,14,0.00,0.00,0.20,0.0,0.15,0.1,0.6,0.05,0.15,0.0,0.0
3,15,0.00,0.00,0.10,0.0,0.4,0.25,0.45,0.0,0.0,0.0,0.0
3,16,0.15,0.05,0.00,0.0,0.25,0.05,0.55,0.05,0.0,0.05,0.05
3,1,0.10,0.85,0.00,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.05
3,2,0.05,1.00,0.00,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0
3,3,0.00,0.95,0.00,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
3,4,0.15,0.90,0.00,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05
3,5,0.05,1.00,0.00,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05
3,6,0.05,0.65,0.00,0.0,0.15,0.05,0.0,0.15,0.0,0.0,0.05
3,7,0.10,1.00,0.00,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.1
3,8,0.00,0.95,0.00,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.1
3,9,0.00,1.00,0.00,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0
3,10,0.00,1.00,0.00,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05
3,11,0.15,0.90,0.00,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05
3,12,0.00,0.00,0.00,0.0,0.3,0.2,0.0,0.05,0.0,0.0,0.15
3,13,0.05,1.00,0.00,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05
3,14,0.00,0.85,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
3,15,0.05,1.00,0.00,0.0,0.05,0.0,0.05,0.05,0.0,0.0,0.05
3,16,0.00,0.85,0.00,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05
3,1,0.00,0.00,0.00,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.6
3,2,0.00,0.00,0.00,0.0,0.5,0.1,0.05,0.35,0.0,0.0,0.0
3,3,0.00,0.00,0.00,0.0,0.25,0.25,0.0,0.3,0.0,0.0,0.1
3,4,0.00,0.05,0.00,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.75
3,5,0.00,0.00,0.00,0.1,0.15,0.3,0.0,0.1,0.0,0.0,0.25
3,6,0.00,0.00,0.00,0.0,0.35,0.0,0.0,0.15,0.0,0.0,0.25
3,7,0.00,0.00,0.00,0.0,0.2,0.05,0.0,0.05,0.0,0.0,0.25
3,8,0.00,0.05,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
3,9,0.05,0.00,0.00,0.0,0.45,0.2,0.0,0.2,0.0,0.0,0.3
3,10,0.00,0.00,0.00,0.0,0.3,0.05,0.0,0.0,0.0,0.0,0.25
3,11,0.20,0.05,0.00,0.0,0.1,0.0,0.05,0.25,0.0,0.0,0.1
3,12,0.00,0.00,0.00,0.0,0.35,0.05,0.0,0.0,0.0,0.0,0.3
3,13,0.00,0.00,0.00,0.0,0.55,0.05,0.0,0.0,0.0,0.0,0.5
3,14,0.00,0.00,0.00,0.0,0.15,0.05,0.0,0.05,0.0,0.0,0.3
3,15,0.00,0.00,0.00,0.0,0.3,0.0,0.0,0.15,0.0,0.0,0.4
3,16,0.00,0.00,0.00,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.25
3,1,0.00,0.10,0.00,0.0,0.0,0.15,0.0,0.1,0.0,0.0,0.45
3,2,0.00,0.00,0.00,0.0,0.3,0.05,0.0,0.0,0.0,0.0,0.25
3,3,0.05,0.05,0.00,0.0,0.45,0.05,0.0,0.0,0.0,0.0,0.25
3,4,0.00,0.05,0.00,0.0,0.3,0.1,0.2,0.05,0.0,0.0,0.05
3,5,0.00,0.00,0.00,0.0,0.35,0.0,0.0,0.05,0.0,0.0,0.05
3,6,0.00,0.00,0.00,0.05,0.4,0.0,0.0,0.1,0.0,0.0,0.55
3,7,0.00,0.00,0.00,0.0,0.4,0.1,0.0,0.15,0.0,0.0,0.25
3,8,0.00,0.00,0.00,0.0,0.2,0.05,0.05,0.3,0.05,0.0,0.05
3,9,0.00,0.00,0.05,0.0,0.35,0.2,0.05,0.0,0.0,0.0,0.05
3,10,0.00,0.00,0.00,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.2
3,11,0.00,0.00,0.00,0.0,0.1,0.2,0.0,0.15,0.0,0.0,0.15
3,12,0.00,0.00,0.00,0.0,0.2,0.05,0.0,0.3,0.0,0.0,0.1
3,13,0.00,0.00,0.11,0.0,0.47,0.0,0.05,0.0,0.0,0.0,0.53
3,14,0.00,0.00,0.00,0.0,0.65,0.05,0.0,0.15,0.0,0.0,0.35
3,15,0.00,0.00,0.00,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.5
3,16,0.00,0.00,0.00,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.35
3,1,0.00,0.00,0.00,0.0,0.1,0.7,0.05,0.1,0.0,0.0,0.1
3,2,0.35,0.00,0.05,0.0,0.2,0.05,0.1,0.1,0.3,0.0,0.0
3,3,0.00,0.00,0.05,0.0,0.05,0.05,0.05,0.15,0.8,0.0,0.0
3,4,0.05,0.00,0.00,0.0,0.1,0.05,0.0,0.2,0.25,0.25,0.0
3,5,0.00,0.00,0.30,0.0,0.1,0.1,0.05,0.1,0.0,0.0,0.1
3,6,0.00,0.00,0.00,0.0,0.05,0.0,0.1,0.45,0.35,0.0,0.1
3,7,0.00,0.00,0.00,0.0,0.0,0.0,0.05,0.25,0.25,0.0,0.1
3,8,0.00,0.00,0.05,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0
3,9,0.00,0.00,0.10,0.0,0.1,0.05,0.25,0.05,0.8,0.05,0.0
3,10,0.00,0.00,0.00,0.0,0.0,0.15,0.2,0.3,0.4,0.0,0.0
3,11,0.00,0.00,0.00,0.0,0.1,0.05,0.0,0.05,0.7,0.0,0.0
3,12,0.00,0.00,0.10,0.0,0.25,0.05,0.25,0.05,0.45,0.0,0.05
3,13,0.00,0.00,0.25,0.0,0.1,0.05,0.0,0.0,0.65,0.0,0.05
3,14,0.00,0.00,0.05,0.0,0.05,0.0,0.0,0.1,0.7,0.35,0.0
3,15,0.00,0.00,0.20,0.0,0.2,0.05,0.0,0.0,0.85,0.0,0.0
3,16,0.00,0.00,0.00,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.0
3,1,0.00,0.00,0.00,0.0,0.05,0.0,0.15,0.0,0.25,0.8,0.0
3,2,0.05,0.00,0.00,0.0,0.05,0.0,0.35,0.0,0.1,0.45,0.0
3,3,0.05,0.05,0.00,0.0,0.0,0.0,0.2,0.15,0.05,0.4,0.0
3,4,0.00,0.00,0.00,0.0,0.05,0.0,0.1,0.0,0.05,0.85,0.0
3,5,0.05,0.00,0.00,0.0,0.0,0.25,0.05,0.05,0.7,0.0,0.1
3,6,0.00,0.00,0.00,0.0,0.0,0.0,0.2,0.0,0.05,0.6,0.0
3,7,0.00,0.00,0.00,0.0,0.0,0.0,0.15,0.05,0.05,0.75,0.0
3,8,0.00,0.00,0.00,0.0,0.05,0.0,0.1,0.0,1.0,0.1,0.0
3,9,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.05,0.95,0.05
3,10,0.00,0.00,0.00,0.0,0.0,0.05,0.05,0.6,0.35,0.0,0.05
3,11,0.00,0.00,0.00,0.0,0.15,0.15,0.1,0.6,0.05,0.0,0.1
3,12,0.00,0.00,0.00,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.0
3,13,0.00,0.00,0.00,0.0,0.1,0.05,0.15,0.0,0.7,0.3,0.0
3,14,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,15,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
3,16,0.00,0.00,0.00,0.0,0.05,0.0,0.55,0.0,0.4,0.1,0.0
3,1,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.45
3,2,0.00,0.00,0.85,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.4
3,3,0.00,0.00,0.50,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.6
3,4,0.00,0.00,0.00,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.95
3,5,0.00,0.00,0.15,0.0,0.25,0.15,0.0,0.05,0.0,0.0,0.85
3,6,0.00,0.00,0.85,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.55
3,7,0.00,0.00,1.00,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.45
3,8,0.00,0.00,0.00,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.95
3,9,0.00,0.00,0.90,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7
3,10,0.00,0.00,0.00,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.9
3,11,0.00,0.00,0.00,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.6
3,12,0.00,0.00,0.25,0.0,0.05,0.1,0.0,0.05,0.0,0.0,0.95
3,13,0.00,0.00,0.60,0.1,0.15,0.0,0.0,0.05,0.0,0.0,0.9
3,14,0.00,0.00,0.00,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.9
3,15,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,16,0.00,0.00,0.00,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.9
3,1,0.00,0.00,0.00,0.0,0.35,0.05,0.0,0.0,0.0,0.0,0.4
3,2,0.00,0.00,0.00,0.0,0.9,0.1,0.0,0.05,0.0,0.0,0.05
3,3,0.00,0.00,0.00,0.0,0.6,0.1,0.0,0.05,0.0,0.0,0.3
3,4,0.00,0.00,0.00,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.15
3,5,0.00,0.00,0.05,0.0,0.65,0.15,0.05,0.0,0.0,0.0,0.1
3,6,0.00,0.00,0.80,0.0,0.3,0.0,0.0,0.15,0.0,0.0,0.05
3,7,0.00,0.00,0.05,0.0,0.5,0.15,0.05,0.0,0.0,0.0,0.05
3,8,0.00,0.00,0.00,0.0,0.65,0.1,0.2,0.05,0.0,0.0,0.15
3,9,0.00,0.00,0.00,0.0,0.85,0.05,0.0,0.05,0.0,0.0,0.0
3,10,0.00,0.00,0.00,0.0,0.55,0.05,0.0,0.1,0.0,0.0,0.1
3,11,0.00,0.00,0.25,0.0,0.7,0.05,0.05,0.15,0.0,0.0,0.25
3,12,0.00,0.00,0.00,0.0,0.6,0.05,0.0,0.0,0.0,0.0,0.3
3,13,0.00,0.00,0.00,0.0,0.4,0.0,0.0,0.05,0.0,0.0,0.35
3,14,0.00,0.00,0.00,0.0,0.45,0.05,0.0,0.05,0.0,0.0,0.2
3,15,0.00,0.00,0.00,0.0,0.4,0.1,0.0,0.1,0.0,0.0,0.2
3,16,0.00,0.00,0.00,0.0,0.55,0.0,0.0,0.05,0.0,0.0,0.15
